 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
 28.80  65.76  73.93  82.09  90.26  98.42 106.58 114.75 122.91 131.08 
