  1.09   1.09   1.09   1.09   1.09   1.09   1.09   1.09   1.09   1.09 
  0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79 
  0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79   0.79 
  0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69 
  0.59   0.59   0.59   0.59   0.59   0.59   0.59   0.59   0.59   0.59 
  0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69   0.69 
  0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89 
  1.78   1.78   1.78   1.78   1.78   1.78   1.78   1.78   1.78   1.78 
  2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27 
  2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37 
  2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57 
  2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77 
  2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87 
  2.96   2.96   2.96   2.96   2.96   2.96   2.96   2.96   2.96   2.96 
  2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77   2.77 
  2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57 
  2.47   2.47   2.47   2.47   2.47   2.47   2.47   2.47   2.47   2.47 
  2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37   2.37 
  2.08   2.08   2.08   2.08   2.08   2.08   2.08   2.08   2.08   2.08 
  2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27   2.27 
  2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87   2.87 
  2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57   2.57 
  1.88   1.88   1.88   1.88   1.88   1.88   1.88   1.88   1.88   1.88 
  1.28   1.28   1.28   1.28   1.28   1.28   1.28   1.28   1.28   1.28 
