 27.08  27.08  27.08  27.08  27.08  27.08  27.08  27.08  27.08  27.08 
 18.58  18.58  18.58  18.58  18.58  18.58  18.58  18.58  18.58  18.58 
 18.78  18.78  18.78  18.78  18.78  18.78  18.78  18.78  18.78  18.78 
 16.11  16.11  16.11  16.11  16.11  16.11  16.11  16.11  16.11  16.11 
 14.82  14.82  14.82  14.82  14.82  14.82  14.82  14.82  14.82  14.82 
 17.10  17.10  17.10  17.10  17.10  17.10  17.10  17.10  17.10  17.10 
 22.04  22.04  22.04  22.04  22.04  22.04  22.04  22.04  22.04  22.04 
 41.41  41.41  41.41  41.41  41.41  41.41  41.41  41.41  41.41  41.41 
 53.07  53.07  53.07  53.07  53.07  53.07  53.07  53.07  53.07  53.07 
 56.53  56.53  56.53  56.53  56.53  56.53  56.53  56.53  56.53  56.53 
 60.68  60.68  60.68  60.68  60.68  60.68  60.68  60.68  60.68  60.68 
 64.04  64.04  64.04  64.04  64.04  64.04  64.04  64.04  64.04  64.04 
 67.69  67.69  67.69  67.69  67.69  67.69  67.69  67.69  67.69  67.69 
 69.67  69.67  69.67  69.67  69.67  69.67  69.67  69.67  69.67  69.67 
 64.33  64.33  64.33  64.33  64.33  64.33  64.33  64.33  64.33  64.33 
 60.28  60.28  60.28  60.28  60.28  60.28  60.28  60.28  60.28  60.28 
 57.32  57.32  57.32  57.32  57.32  57.32  57.32  57.32  57.32  57.32 
 54.65  54.65  54.65  54.65  54.65  54.65  54.65  54.65  54.65  54.65 
 49.31  49.31  49.31  49.31  49.31  49.31  49.31  49.31  49.31  49.31 
 53.86  53.86  53.86  53.86  53.86  53.86  53.86  53.86  53.86  53.86 
 66.51  66.51  66.51  66.51  66.51  66.51  66.51  66.51  66.51  66.51 
 60.78  60.78  60.78  60.78  60.78  60.78  60.78  60.78  60.78  60.78 
 44.67  44.67  44.67  44.67  44.67  44.67  44.67  44.67  44.67  44.67 
 29.55  29.55  29.55  29.55  29.55  29.55  29.55  29.55  29.55  29.55 
