  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
  0.60   1.38   1.56   1.73   1.91   2.09   2.27   2.44   2.62   2.80 
