  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
  3.00   6.89   7.78   8.67   9.56  10.44  11.33  12.22  13.11  14.00 
