 23.82  23.82  23.82  23.82  23.82  23.82  23.82  23.82  23.82  23.82 
 16.31  16.31  16.31  16.31  16.31  16.31  16.31  16.31  16.31  16.31 
 16.50  16.50  16.50  16.50  16.50  16.50  16.50  16.50  16.50  16.50 
 14.23  14.23  14.23  14.23  14.23  14.23  14.23  14.23  14.23  14.23 
 13.04  13.04  13.04  13.04  13.04  13.04  13.04  13.04  13.04  13.04 
 15.02  15.02  15.02  15.02  15.02  15.02  15.02  15.02  15.02  15.02 
 19.47  19.47  19.47  19.47  19.47  19.47  19.47  19.47  19.47  19.47 
 36.47  36.47  36.47  36.47  36.47  36.47  36.47  36.47  36.47  36.47 
 46.74  46.74  46.74  46.74  46.74  46.74  46.74  46.74  46.74  46.74 
 49.81  49.81  49.81  49.81  49.81  49.81  49.81  49.81  49.81  49.81 
 53.46  53.46  53.46  53.46  53.46  53.46  53.46  53.46  53.46  53.46 
 56.43  56.43  56.43  56.43  56.43  56.43  56.43  56.43  56.43  56.43 
 59.69  59.69  59.69  59.69  59.69  59.69  59.69  59.69  59.69  59.69 
 61.37  61.37  61.37  61.37  61.37  61.37  61.37  61.37  61.37  61.37 
 56.72  56.72  56.72  56.72  56.72  56.72  56.72  56.72  56.72  56.72 
 53.17  53.17  53.17  53.17  53.17  53.17  53.17  53.17  53.17  53.17 
 50.50  50.50  50.50  50.50  50.50  50.50  50.50  50.50  50.50  50.50 
 48.23  48.23  48.23  48.23  48.23  48.23  48.23  48.23  48.23  48.23 
 43.48  43.48  43.48  43.48  43.48  43.48  43.48  43.48  43.48  43.48 
 47.53  47.53  47.53  47.53  47.53  47.53  47.53  47.53  47.53  47.53 
 58.60  58.60  58.60  58.60  58.60  58.60  58.60  58.60  58.60  58.60 
 53.56  53.56  53.56  53.56  53.56  53.56  53.56  53.56  53.56  53.56 
 39.43  39.43  39.43  39.43  39.43  39.43  39.43  39.43  39.43  39.43 
 25.99  25.99  25.99  25.99  25.99  25.99  25.99  25.99  25.99  25.99 
