 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
 14.30  34.48  40.36  46.25  52.13  58.01  63.89  69.77  75.65  81.54 
